edge_id,from_node,to_node,edge_type,Regulator,tap_column,R_full,X_full,u_idx,v_idx
0,190-7361.1,l2879064.1,line,,,1.39506047429128,0.7649046959118616,3694.0,3608.0
1,190-7361.1,l2991907.1,line,,,1.42854243899734,0.7835896259488216,3694.0,2600.0
2,190-7361.1,l3010556.1,line,,,1.37824681704876,0.7543430297137756,3694.0,428.0
3,190-7361.1,l3048208.1,line,,,0.31649958323624,0.1741714578266159,3694.0,388.0
4,190-7361.1,regxfmr_190-7361.1,regulator,VREG4_A,reg_vreg4_a_tap_pu,5.184000000000001e-07,5.184000000000001e-06,3694.0,2144.0
5,190-7361.2,l2673305.2,line,,,1.31498010917246,0.7317735518772986,3695.0,2386.0
6,190-7361.2,l2691946.2,line,,,0.48276931731416,0.2895127663553536,3695.0,3154.0
7,190-7361.2,l3048196.2,line,,,1.24343862228014,0.6934837234265786,3695.0,1678.0
8,190-7361.2,l3066818.2,line,,,2.9599246436761204,1.6408838727859367,3695.0,2916.0
9,190-7361.2,l3104120.2,line,,,2.28816313602604,1.264739927237095,3695.0,2855.0
10,190-7361.2,r18242.2,line,,,2.9834959602302105,1.652754166436507,3695.0,308.0
11,190-7361.2,regxfmr_190-7361.2,regulator,VREG4_B,reg_vreg4_b_tap_pu,5.184000000000001e-07,5.184000000000001e-06,3695.0,2145.0
12,190-7361.3,l2691951.3,line,,,0.7746033119894798,0.4238039794108478,3696.0,840.0
13,190-7361.3,l2766718.3,line,,,1.5589515126827396,0.8512414211350429,3696.0,1238.0
14,190-7361.3,l2841629.3,line,,,0.95706630485218,0.5266008283315478,3696.0,2176.0
15,190-7361.3,l2841630.3,line,,,1.01192292545466,0.5558204043984378,3696.0,3549.0
16,190-7361.3,l2860487.3,line,,,0.99399727995421,0.542530254621898,3696.0,156.0
17,190-7361.3,l2973158.3,line,,,0.38548967844947,0.2121149283791268,3696.0,3371.0
18,190-7361.3,l2991911.3,line,,,0.63430317600826,0.3479559252174399,3696.0,2008.0
19,190-7361.3,l3197637.3,line,,,1.1242537282649998,0.6129157624906338,3696.0,807.0
20,190-7361.3,l3216347.3,line,,,0.98306973177694,0.5408482951369779,3696.0,3322.0
21,190-7361.3,regxfmr_190-7361.3,regulator,VREG4_C,reg_vreg4_c_tap_pu,5.184000000000001e-07,5.184000000000001e-06,3696.0,2146.0
22,190-8581.1,l2916602.1,line,,,0.5060275668259251,0.9588698846248574,3238.0,3790.0
23,190-8581.1,l2973148.1,line,,,0.7075230028346051,1.0723287648061297,3238.0,3611.0
24,190-8581.1,l3010557.1,line,,,0.495193517189872,0.7228531041806014,3238.0,2806.0
25,190-8581.1,l3157167.1,line,,,0.535953821374972,0.7337386012051115,3238.0,1251.0
26,190-8581.1,l3157718.1,line,,,0.269098245757639,0.4486265984346638,3238.0,1129.0
27,190-8581.1,l3160098.1,line,,,0.357727013895705,0.9204639146469292,3238.0,2196.0
28,190-8581.1,regxfmr_190-8581.1,regulator,VREG3_A,reg_vreg3_a_tap_pu,5.184000000000001e-07,5.184000000000001e-06,3238.0,3793.0
29,190-8581.2,l2936213.2,line,,,0.0842630729764437,0.1094500681985637,3239.0,2316.0
30,190-8581.2,l3066814.2,line,,,0.5311930247067568,1.420935353006023,3239.0,1782.0
31,190-8581.2,regxfmr_190-8581.2,regulator,VREG3_B,reg_vreg3_b_tap_pu,5.184000000000001e-07,5.184000000000001e-06,3239.0,3794.0
32,190-8581.3,l2804277.3,line,,,0.2875044352253978,0.5218194437684508,3240.0,2054.0
33,190-8581.3,l2955006.3,line,,,0.53946424994263,0.3426255978360947,3240.0,1496.0
34,190-8581.3,l3097861.3,line,,,0.5485718893442978,0.7303302951551457,3240.0,317.0
35,190-8581.3,l3118855.3,line,,,0.4107300040413577,1.0445916610600907,3240.0,2211.0
36,190-8581.3,l3197625.3,line,,,0.3425711767883977,0.5278570850404858,3240.0,3392.0
37,190-8581.3,l3235242.3,line,,,0.4672498930215097,1.0514754774836697,3240.0,142.0
38,190-8581.3,l3235945.3,line,,,0.6551149046895699,0.4005308527932148,3240.0,811.0
39,190-8581.3,regxfmr_190-8581.3,regulator,VREG3_C,reg_vreg3_c_tap_pu,5.184000000000001e-07,5.184000000000001e-06,3240.0,3795.0
40,190-8593.1,l2685809.1,line,,,0.380222324853903,0.5011650137014438,2032.0,3766.0
41,190-8593.1,l2726973.1,line,,,1.3603807626685895,1.2971825668271788,2032.0,1680.0
42,190-8593.1,l2841635.1,line,,,1.2902463796228,0.9806236167321,2032.0,1548.0
43,190-8593.1,l2858166.1,line,,,0.4114458504077938,0.5414229807660927,2032.0,573.0
44,190-8593.1,l2954353.1,line,,,0.37330004311414,0.4759979197302258,2032.0,3429.0
45,190-8593.1,l3010568.1,line,,,0.23380686582391,0.2786708845563259,2032.0,3495.0
46,190-8593.1,l3085401.1,line,,,0.30297477565549,0.3889613555240499,2032.0,2805.0
47,190-8593.1,l3104129.1,line,,,0.25885502596117,0.2018039695846489,2032.0,3796.0
48,190-8593.1,l3141401.1,line,,,0.17865359469393,0.1108744511188065,2032.0,2854.0
49,190-8593.1,l3729297.1,line,,,1.4129265609402095,1.3143624539433458,2032.0,3391.0
50,190-8593.1,regxfmr_190-8593.1,regulator,VREG2_A,reg_vreg2_a_tap_pu,5.184000000000001e-07,5.184000000000001e-06,2032.0,2020.0
51,190-8593.2,l2729414.2,line,,,3.3678191023445616,2.195219760651591,2033.0,371.0
52,190-8593.2,l2820531.2,line,,,1.017195302103434,0.8609676423271146,2033.0,2182.0
53,190-8593.2,l2822866.2,line,,,1.553808989101907,1.2846348665574512,2033.0,3073.0
54,190-8593.2,l2879070.2,line,,,0.8427100004219206,1.1317976030674874,2033.0,202.0
55,190-8593.2,l2973167.2,line,,,3.689969748826421,2.360216949821927,2033.0,2391.0
56,190-8593.2,l3029506.2,line,,,0.6159356177729686,0.7944820076417922,2033.0,1472.0
57,190-8593.2,l3235258.2,line,,,2.870321282865682,1.917269410761533,2033.0,3689.0
58,190-8593.2,regxfmr_190-8593.2,regulator,VREG2_B,reg_vreg2_b_tap_pu,5.184000000000001e-07,5.184000000000001e-06,2033.0,2021.0
59,190-8593.3,l2897777.3,line,,,0.600131605462946,0.5982335441067068,2034.0,3017.0
60,190-8593.3,l3029505.3,line,,,0.218161529908561,0.2650078105575597,2034.0,1498.0
61,190-8593.3,l3066815.3,line,,,0.5176854388142229,0.6770217970948678,2034.0,3306.0
62,190-8593.3,l3178979.3,line,,,0.091283633252189,0.1114621023530897,2034.0,1723.0
63,190-8593.3,regxfmr_190-8593.3,regulator,VREG2_C,reg_vreg2_c_tap_pu,5.184000000000001e-07,5.184000000000001e-06,2034.0,2022.0
64,293471.1,l2748158.1,line,,,0.7202257697155598,0.3971034916385887,168.0,3037.0
65,293471.1,l3027116.1,line,,,0.2040548980429999,0.1128526832334999,168.0,973.0
66,293471.1,l3104133.1,line,,,0.8976644339180997,0.4945076316277498,168.0,3140.0
67,293471.1,l3216370.1,line,,,0.8221846356338198,0.4524733144557618,168.0,1892.0
68,293471.2,l2691954.2,line,,,0.88897689910418,0.494598936539722,169.0,1556.0
69,293471.2,l3254238.2,line,,,0.248722192428,0.1387917208944,169.0,553.0
70,293471.3,l2673346.3,line,,,0.4680916115136,0.25701158805181,170.0,2500.0
71,293471.3,l2766750.3,line,,,0.84145422993991,0.463440856156201,170.0,892.0
72,293471.3,l3048230.3,line,,,0.5552933057647299,0.309605659019427,170.0,3106.0
73,293471.3,l3104157.3,line,,,0.4881189698353,0.283939182837255,170.0,2095.0
74,293471.3,l3178997.3,line,,,1.2412775855473202,0.682674594237612,170.0,2970.0
75,293471.3,l3214055.3,line,,,1.9883589986094703,1.090560845366578,170.0,771.0
76,_hvmv_sub_lsb.1,l2823592.1,line,,,0.1167254630398838,0.3330744526649739,3.0,3450.0
77,_hvmv_sub_lsb.1,regxfmr_hvmv_sub_lsb.1,regulator,FEEDER_REGA,reg_feeder_rega_tap_pu,1.8850909090909093e-08,1.8850909090909088e-06,3.0,3820.0
78,_hvmv_sub_lsb.2,l2823592.2,line,,,0.1153298613629616,0.3415146571588899,4.0,3451.0
79,_hvmv_sub_lsb.2,regxfmr_hvmv_sub_lsb.2,regulator,FEEDER_REGB,reg_feeder_regb_tap_pu,1.8850909090909093e-08,1.8850909090909088e-06,4.0,3821.0
80,_hvmv_sub_lsb.3,l2801909.3,line,,,0.0148087657088639,0.0414781358812159,5.0,3603.0
81,_hvmv_sub_lsb.3,regxfmr_hvmv_sub_lsb.3,regulator,FEEDER_REGC,reg_feeder_regc_tap_pu,1.8850909090909093e-08,1.8850909090909088e-06,5.0,3822.0
82,l0247160.2,l0247162.2,line,,,0.2064895154696,0.1653228588914796,3471.0,3734.0
83,l0247160.2,l2689678.2,line,,,0.5296784177836,0.4232479105021798,3471.0,1765.0
84,l0247160.2,l2766732.2,line,,,0.2355567438925,0.1883371253133748,3471.0,436.0
85,l0247162.2,l2689678.2,line,,,0.56763041536,0.4535596295679999,3734.0,1765.0
86,l0247162.2,l2766732.2,line,,,0.1816016641129,0.1452439727813949,3734.0,436.0
87,l0247171.2,l2766732.2,line,,,0.0823753602856,0.0659933394122798,3132.0,436.0
88,l0247171.2,l2897784.2,line,,,0.0786693988657,0.0630334408930348,3132.0,1372.0
89,l0247171.2,l3048231.2,line,,,0.201087818956,0.1608072866777999,3132.0,3281.0
90,l2673300.2,l2710537.2,line,,,0.2642191767865,0.1460917795133799,2789.0,2581.0
91,l2673300.2,l2822859.2,line,,,0.1190525626317,0.0784800587224999,2789.0,3370.0
92,l2673300.2,l2991902.2,line,,,0.21962744053146,0.1225651898433598,2789.0,1588.0
93,l2673300.2,l3085388.2,line,,,0.78424088855256,0.4369230406688399,2789.0,902.0
94,l2673300.2,l3141390.2,line,,,0.2208112304696,0.1212068256124,2789.0,3803.0
95,l2673303.3,l2748125.3,line,,,0.09033291209436,0.05041114394976,2946.0,2945.0
96,l2673305.2,l2691946.2,line,,,1.0028307096705,0.5785324799260549,2386.0,3154.0
97,l2673305.2,l3048196.2,line,,,0.28599766945008,0.15796914841488,2386.0,1678.0
98,l2673305.2,l3066818.2,line,,,4.06075248377758,2.254005846758557,2386.0,2916.0
99,l2673305.2,l3104120.2,line,,,3.3889909761275,1.877861901209715,2386.0,2855.0
100,l2673305.2,r18242.2,line,,,4.08432380033167,2.265876140409127,2386.0,308.0
101,l2673306.3,l2822863.3,line,,,0.8121411514831001,0.467025821778685,1679.0,3032.0
102,l2673306.3,l2841619.3,line,,,0.3229955476382,0.198525955271835,1679.0,1170.0
103,l2673307.3,l2804282.3,line,,,1.22197496165613,0.676420156222225,3765.0,3336.0
104,l2673307.3,l2879062.3,line,,,0.28862891867216,0.1594928328568159,3765.0,1125.0
105,l2673307.3,l2935551.3,line,,,0.23681458886352,0.12999132568488,3765.0,198.0
106,l2673308.2,l2991939.2,line,,,0.0736466115703299,0.0989307481657599,510.0,513.0
107,l2673308.2,l3010560.2,line,,,0.2364599091779529,0.3176406249708159,510.0,831.0
108,l2673309.3,l2724120.3,line,,,0.2918068305679799,0.1628455875076798,14.0,1064.0
109,l2673309.3,l2785518.3,line,,,0.2256712600022399,0.1259380009958399,14.0,2672.0
110,l2673310.1,l2916627.1,line,,,0.0871799452668,0.0696293786323399,2313.0,2260.0
111,l2673310.1,l3104121.1,line,,,0.0882825937938,0.07051004828119,2313.0,2669.0
112,l2673311.1,l2935557.1,line,,,0.2117745129132,0.1691412824266598,2657.0,3251.0
113,l2673311.1,l3197638.1,line,,,0.2144695670973,0.1712937837576149,2657.0,2043.0
114,l2673312.1,l2691944.1,line,,,0.15180519595488,0.08471633879808,266.0,1132.0
115,l2673312.1,l3235247.1,line,,,0.186586044921,0.14902361236355,266.0,267.0
116,l2673313.2,l2748152.2,line,,,0.7620862903303798,0.6124868969561909,1379.0,2595.0
117,l2673313.2,l2804256.2,line,,,0.9685553032676398,0.7781743699833729,1379.0,3027.0
118,l2673313.2,l2804257.2,line,,,0.2282444960742,0.1877362858345796,1379.0,809.0
119,l2673313.2,l3122815.2,line,,,0.4252487730865198,0.3179813707329447,1379.0,1063.0
120,l2673313.2,l3216361.2,line,,,0.3794752149818698,0.2997894477886039,1379.0,2735.0
121,l2673313.2,l3254213.2,line,,,0.3493089764891999,0.2890985042468247,1379.0,2808.0
122,l2673314.3,l3122817.3,line,,,0.09340457346636,0.05212531390176,3504.0,601.0
123,l2673315.1,l2766721.1,line,,,0.28508119204026,0.154958719499367,2523.0,396.0
124,l2673315.1,l2991906.1,line,,,0.4721483317278,0.2634868838448,2523.0,1779.0
125,l2673315.1,l3104128.1,line,,,0.1953416780532,0.10859496275124,2523.0,2522.0
126,l2673316.1,l2841628.1,line,,,0.1705495103217,0.1362154609458349,2472.0,1763.0
127,l2673316.1,l2879773.1,line,,,1.8119226276341287,1.0752302807206635,2472.0,3333.0
128,l2673316.1,l2991912.1,line,,,0.3622627081861,0.2320273563711548,2472.0,1848.0
129,l2673316.1,l3047289.1,line,,,0.4276894380261999,0.2814962371855499,2472.0,2524.0
130,l2673316.1,l3141400.1,line,,,0.41943729150286,0.2393463976917899,2472.0,760.0
131,l2673316.1,l3160107.1,line,,,0.2149710347946,0.12095988071127,2472.0,2939.0
132,l2673316.1,l3215385.1,line,,,0.3845799368781999,0.2477819920969499,2472.0,470.0
133,l2673317.1,l2710517.1,line,,,0.16721393889101,0.092958101140157,494.0,413.0
134,l2673317.1,l2729428.1,line,,,0.39152958324396,0.2184875121663779,494.0,1459.0
135,l2673317.1,l2973159.1,line,,,0.3768168174199799,0.2364422883450578,494.0,3369.0
136,l2673317.1,l3197639.1,line,,,0.08419173478086,0.0469746918567778,494.0,3050.0
137,l2673318.3,l3029505.3,line,,,0.1117565566227,0.089258367528385,1499.0,1498.0
138,l2673319.3,l2710532.3,line,,,1.0613296709535598,0.7153323838628107,2667.0,3546.0
139,l2673319.3,l2729414.3,line,,,1.90095609062638,1.2088025873134318,2667.0,372.0
140,l2673319.3,l2766724.3,line,,,3.2280646649437297,1.927069391891098,2667.0,3042.0
141,l2673319.3,l2822870.3,line,,,3.3656874351755297,2.0097523037532325,2667.0,2266.0
142,l2673319.3,l2841631.3,line,,,0.2738537194871999,0.1585242103191097,2667.0,1637.0
143,l2673319.3,l2851933.3,line,,,1.46645152541138,0.958496472731482,2667.0,1166.0
144,l2673319.3,l2879092.3,line,,,0.33467689098744,0.1965989270277318,2667.0,3743.0
145,l2673319.3,l2935560.3,line,,,1.22069065634092,0.8395491709499627,2667.0,3751.0
146,l2673319.3,l2973166.3,line,,,1.1584477131919797,0.7634704558519507,2667.0,1621.0
147,l2673319.3,l3141402.3,line,,,0.4878937440105599,0.2662020086071399,2667.0,3628.0
148,l2673319.3,l3141411.3,line,,,0.2447672820690958,0.1391198087142438,2667.0,1425.0
149,l2673319.3,l3189188.3,line,,,1.34737735838812,0.8923990869767678,2667.0,2954.0
150,l2673319.3,l3197642.3,line,,,0.4263681659885999,0.2324983900776316,2667.0,3676.0
151,l2673319.3,l3216368.3,line,,,1.21770265983148,0.8222244981883419,2667.0,1853.0
152,l2673319.3,l3235258.3,line,,,2.39064738549927,1.4765537710161964,2667.0,3690.0
153,l2673319.3,l3254217.3,line,,,3.5568755469847697,2.1226089801127417,2667.0,3670.0
154,l2673320.2,l2991915.2,line,,,0.0669071310732,0.05343777113466,1966.0,1965.0
155,l2673320.2,l3048209.2,line,,,0.0736975320291,0.0588611675107049,1966.0,2737.0
156,l2673321.1,l2954354.1,line,,,0.09417903457872,0.051902218144812,3663.0,3662.0
157,l2673322.2,l2710542.2,line,,,1.51086023240349,0.8331793636992846,12.0,711.0
158,l2673322.2,l2766730.2,line,,,0.0955730471592,0.0533354513471999,12.0,3509.0
