sample_id,load_name,load_model,load_type,p_nominal_kw,q_nominal_kvar,p_realized_kw,q_realized_kvar
0,s890,5,M5,170.4747601154068,82.42317578265445,129.67813086561037,62.69780101923394
0,s844,2,M2,153.37327666632348,115.45123505002262,123.43531338381413,92.91558581052895
0,d842_844ra,1,M1,1.6755585690982002,0.9177307094988358,1.6755126112495742,0.917707898384456
0,d844_846sb,1,M1,4.76059821911219,2.1795532893574823,4.760494628339111,2.1794978687367137
0,d844_846sc,1,M1,3.819446359814895,2.0267187980249823,3.8193611527827254,2.026679373146152
0,s860,1,M1,22.715796933133614,17.60064167888033,17.448025233170355,13.519077854173311
0,d834_860ra,2,M2,3.014977200087446,1.4535338829582505,3.151099854006122,1.5191635576508717
0,d834_860rb,2,M2,3.820693121835343,1.83629787515765,4.036037115820372,1.9397968268667898
0,d834_860rc,2,M2,20.833276294601877,10.059127891125286,21.665616327155636,10.461004759877971
0,d860_836sa,1,M1,5.6944437766731815,2.7535423438283377,5.694304529629626,2.75348286157272
0,d860_836sb,1,M1,1.8763222698526283,1.10959346044983,1.8762793732584497,1.1095683615865441
0,d860_836sc,1,M1,7.97845291305845,4.017514779506573,7.978261045402277,4.01741451789359
0,d858_834ra,1,M1,0.7371909164855528,0.3826395859012033,0.7371729033901281,0.38263127767965166
0,d858_834rb,1,M1,2.814211556246976,1.4535872557819582,2.814147399189404,1.4535544654414616
0,d858_834rc,1,M1,2.478131489739073,1.301249382170141,2.478072043757622,1.301217003900993
0,d834_860sa,2,M2,3.0145566740556036,1.453900292399909,3.1515036440352415,1.5199532130645728
0,d834_860sb,2,M2,3.8189731870633916,1.8362728810080444,4.035264329277978,1.9402724093481012
0,d834_860sc,2,M2,20.840050253209615,10.058955602972215,21.679378447087693,10.46406786987888
0,d818_820ra,2,M2,6.430427202370547,3.1006117501553816,6.594121199152064,3.1795367628869333
0,d820_822sa,1,M1,25.60149246632063,12.81128685919824,25.60082270693095,12.810933339575683
0,s848,1,M1,22.714494127043572,17.596299131621794,17.447024342573684,13.515742088390933
0,d846_848rb,1,M1,4.355465250387046,2.028800815454741,4.3553701146484975,2.028749112809853
0,d820_822ra,1,M1,25.586243227800846,12.8133650142534,25.58555799526713,12.813003398418168
0,d860_836ra,1,M1,5.696388449868038,2.754552174125872,5.6962489273940555,2.754492528890384
0,d860_836rb,1,M1,1.8764559193214254,1.1091087524281422,1.8764129331220527,1.1090836385896672
0,d860_836rc,1,M1,7.972857906259902,4.015353577313713,7.972665939661885,4.015253265320095
0,d836_840sa,5,M5,3.416147970769339,1.644940448416525,3.4920481143551028,1.6814926040002391
0,d836_840sb,5,M5,4.151210619842533,2.027493815917109,4.266153448942899,2.0836336849743886
0,s830a,2,M2,3.8193879005622673,1.8355989523285716,3.0894598852334574,1.4847994271868337
0,s830b,2,M2,3.820695545187769,1.836350657391212,3.118853193358434,1.499021372292644
0,s830c,2,M2,9.447359437099717,3.6725761469592424,7.617471294368488,2.9612165384895492
0,d828_830ra,1,M1,1.3398050586781485,0.5356787927591611,1.3397728076147275,0.535666124450966
0,s840,5,M5,10.251085608159249,7.684875252563123,8.056677060490967,6.039808704404798
0,d836_840ra,5,M5,3.4170937591817494,1.6450688627192926,3.492982683284592,1.6816083535246298
0,d836_840rb,5,M5,4.157012517943575,2.0281224617383957,4.272072947771789,2.0842587392763843
0,d844_846rb,1,M1,4.756597590571043,2.179774747991409,4.756493673633118,2.1797191065928097
0,d844_846rc,1,M1,3.817834659526485,2.028034036799035,3.8177493755601897,2.027994521947879
0,d846_848sb,1,M1,4.35536298993731,2.028141262105226,4.355267883655637,2.0280895893618505
0,d802_806sb,1,M1,5.692901438028586,2.753789727980108,5.692899340433684,2.7537885333356176
0,d802_806sc,1,M1,4.758416255867206,2.562089134660217,4.758414181270092,2.5620881958279402
0,d802_806rb,1,M1,5.697446433514857,2.755614916226741,5.697442933902381,2.755612932048911
