sample_id,node,p_nominal_kw,q_nominal_kvar,p_realized_kw,q_realized_kvar
0,860.2,0.0,0.0,0.0,0.0
0,850.1,0.0,0.0,-4.607166541973129e-05,-180.6948556362472
0,860.1,0.0,0.0,0.0,0.0
0,850.3,0.0,0.0,-4.607166541973129e-05,-180.6948556362472
0,860.3,0.0,0.0,0.0,0.0
0,850.2,0.0,0.0,-4.607166541973129e-05,-180.6948556362472
1,860.2,109.30576419244429,0.0,105.26351864120223,-0.00017135913153045598
1,850.1,109.34387744060956,0.0,105.30018315275905,-143.62982435832794
1,860.1,109.30576419244429,0.0,105.26351864120223,-0.00017135913153045598
1,850.3,109.34387744060956,0.0,105.30018315275905,-143.62982435832794
1,860.3,109.30576419244429,0.0,105.26351864120223,-0.00017135913153045598
1,850.2,109.34387744060956,0.0,105.30018315275905,-143.62982435832794
2,860.2,0.0,0.0,0.0,0.0
2,850.1,0.0,0.0,-0.00010281780956605265,-179.72784147814173
2,860.1,0.0,0.0,0.0,0.0
2,850.3,0.0,0.0,-0.00010281780956605265,-179.72784147814173
2,860.3,0.0,0.0,0.0,0.0
2,850.2,0.0,0.0,-0.00010281780956605265,-179.72784147814173
3,860.2,17.51049548857643,0.0,0.0,0.0
3,850.1,17.513228423021353,0.0,-6.323538333769344e-07,-180.9902783604903
3,860.1,17.51049548857643,0.0,0.0,0.0
3,850.3,17.513228423021353,0.0,-6.323538333769344e-07,-180.9902783604903
3,860.3,17.51049548857643,0.0,0.0,0.0
3,850.2,17.513228423021353,0.0,-6.323538333769344e-07,-180.9902783604903
4,860.2,0.0,0.0,0.0,0.0
4,850.1,0.0,0.0,-7.970551617548457e-05,-181.57634399188433
4,860.1,0.0,0.0,0.0,0.0
4,850.3,0.0,0.0,-7.970551617548457e-05,-181.57634399188433
4,860.3,0.0,0.0,0.0,0.0
4,850.2,0.0,0.0,-7.970551617548457e-05,-181.57634399188433
5,860.2,0.0,0.0,0.0,0.0
5,850.1,0.0,0.0,-1.556406631440647e-05,-181.9278544723049
5,860.1,0.0,0.0,0.0,0.0
5,850.3,0.0,0.0,-1.556406631440647e-05,-181.9278544723049
5,860.3,0.0,0.0,0.0,0.0
5,850.2,0.0,0.0,-1.556406631440647e-05,-181.9278544723049
6,860.2,222.46947666169774,0.0,166.66666427206673,1.759939542580469e-05
6,850.1,222.52644591580287,0.0,22.655342344508817,-181.92813071720565
6,860.1,222.46947666169774,0.0,166.66666427206673,1.759939542580469e-05
6,850.3,222.52644591580287,0.0,22.655342344508817,-181.92813071720565
6,860.3,222.46947666169774,0.0,166.66666427206673,1.759939542580469e-05
6,850.2,222.52644591580287,0.0,22.655342344508817,-181.92813071720565
7,860.2,201.58692586145997,0.0,166.66667811032474,-7.5443783418146875e-06
7,850.1,201.60340330366958,0.0,22.655327344691955,-181.9281473448196
7,860.1,201.58692586145997,0.0,166.66667811032474,-7.5443783418146875e-06
7,850.3,201.60340330366958,0.0,22.655327344691955,-181.9281473448196
7,860.3,201.58692586145997,0.0,166.66667811032474,-7.5443783418146875e-06
7,850.2,201.60340330366958,0.0,22.655327344691955,-181.9281473448196
8,860.2,0.0,0.0,0.0,0.0
8,850.1,0.0,0.0,1.5058290930066202e-05,-4.480721503823547
8,860.1,0.0,0.0,0.0,0.0
8,850.3,0.0,0.0,1.5058290930066202e-05,-4.480721503823547
8,860.3,0.0,0.0,0.0,0.0
8,850.2,0.0,0.0,1.5058290930066202e-05,-4.480721503823547
9,860.2,112.55033887718186,0.0,108.19262595617643,-6.927563665415922e-05
9,850.1,112.5085816068845,0.0,108.15251488979231,-144.4982164397316
9,860.1,112.55033887718186,0.0,108.19262595617643,-6.927563665415922e-05
9,850.3,112.5085816068845,0.0,108.15251488979231,-144.4982164397316
9,860.3,112.55033887718186,0.0,108.19262595617643,-6.927563665415922e-05
9,850.2,112.5085816068845,0.0,108.15251488979231,-144.4982164397316
