t_index,t_minutes,node,vmag_pu,vang_deg
0,0,sourcebus.1,1.049998424476773,29.99966285077224
0,0,sourcebus.2,1.0499991014446466,-90.00031923346293
0,0,sourcebus.3,1.0499990472973975,149.99963979797158
0,0,800.1,1.049997835273658,-0.0006551433056730755
0,0,800.2,1.0499985491059338,-120.00059810607931
0,0,800.3,1.0499996318829539,119.99940615819723
0,0,802.1,1.0485399992753255,-0.0435894232683367
0,0,802.2,1.0490998617744225,-120.05833242190654
0,0,802.3,1.0491830208032997,119.95320663240756
0,0,806.1,1.0475569288447504,-0.07281631837482774
0,0,806.2,1.0485311920281126,-120.09681016645972
0,0,806.3,1.04865492390974,119.92285882491527
0,0,808.1,1.0290868733396303,-0.6265877626505626
0,0,808.2,1.038520887162278,-120.80872085799214
0,0,808.3,1.0391199852591604,119.36976579881029
0,0,810.2,1.03841432483735,-120.80937664681174
0,0,812.1,1.0075254420805815,-1.2909779105017274
0,0,812.2,1.0276148069380846,-121.61707177511222
0,0,812.3,1.027674483024473,118.73393088729603
0,0,814.1,0.9903252153706654,-1.8232167623253992
0,0,814.2,1.0189609950491085,-122.25549176839512
0,0,814.3,1.0184887948162042,118.23279583687638
0,0,814r.1,0.990217540763574,-1.836086423651521
0,0,814r.2,1.0189016730805873,-122.2668284677651
0,0,814r.3,1.0184480821169466,118.22188876472374
0,0,850.1,0.9902092732052057,-1.8362599723235502
0,0,850.2,1.0188967902373722,-122.26705813147856
0,0,850.3,1.0184431058850254,118.22170460736163
0,0,816.1,0.9899529734031243,-1.841640346215384
0,0,816.2,1.0187454235940336,-122.27417775985025
0,0,816.3,1.0182888379993187,118.21599577833759
0,0,818.1,0.9892655708906358,-1.8443612888384366
0,0,824.1,0.9845378326289732,-1.9808208459763026
0,0,824.2,1.012911470979186,-122.49702082917297
0,0,824.3,1.0133878366866538,117.98415769339144
0,0,820.1,0.971623156897239,-1.8905485656075138
0,0,822.1,0.9694090916329835,-1.8946808639625021
0,0,826.2,1.012775185425792,-122.49729165843327
0,0,828.1,0.9840950285256315,-1.9931843668916396
0,0,828.2,1.0124897110690396,-122.51477813496169
0,0,828.3,1.012973748600758,117.96537142036144
0,0,830.1,0.9733985736516269,-2.2905348245809924
0,0,830.2,1.0021943095614592,-122.94741490348578
0,0,830.3,1.0029659263237718,117.50644618599182
0,0,854.1,0.9731413182579042,-2.2981710870067213
0,0,854.2,1.0019378195684814,-122.95838089621577
0,0,854.3,1.0027230065419699,117.49491663871089
0,0,832.1,0.9548539754350472,-2.8450098101101657
0,0,832.2,0.9837759441316137,-123.72899164881314
0,0,832.3,0.9853947717891376,116.66304602929846
0,0,858.1,0.9534609331162394,-2.918843254678554
0,0,858.2,0.9823396900219976,-123.82859733168982
0,0,858.3,0.9841416772106901,116.5526961791537
0,0,834.1,0.9518611288639129,-3.0065856325926017
0,0,834.2,0.9806647169809559,-123.94590458157845
0,0,834.3,0.982721053764015,116.42107909504438
0,0,860.1,0.9515487263818343,-3.0011729853754776
0,0,860.2,0.9803508440419273,-123.9460523350047
0,0,860.3,0.9824612011991761,116.4196184675317
0,0,842.1,0.9518406495321046,-3.01189894964652
0,0,842.2,0.9806323172667807,-123.95142486995618
0,0,842.3,0.9827038191562936,116.41522233721108
0,0,836.1,0.9513973263153199,-2.998736677457191
0,0,836.2,0.9800760855811127,-123.94729672806056
0,0,836.3,0.9823649353741628,116.41991992145098
0,0,840.1,0.9513796928425805,-2.9986983525067035
0,0,840.2,0.9800530066576801,-123.94718779043836
0,0,840.3,0.9823461890546626,116.42032245774583
0,0,862.1,0.9513961581868629,-2.9984982627788423
0,0,862.2,0.9800620659862411,-123.94750194350468
0,0,862.3,0.9823682552543195,116.41986133313483
0,0,844.1,0.9517526994930496,-3.0374255676542488
0,0,844.2,0.9804731237063521,-123.97796304617535
0,0,844.3,0.9826210490342916,116.38683949313847
0,0,846.1,0.952013525933836,-3.0829255425655897
0,0,846.2,0.9805582162832345,-124.02505246311081
0,0,846.3,0.9829232331450557,116.33662763821012
0,0,848.1,0.9520502856805886,-3.0898237055182842
0,0,848.2,0.9805915761900419,-124.03179100087942
0,0,848.3,0.9829723393223596,116.32953794414625
0,0,852r.1,0.9548589490848677,-2.844865142644667
0,0,852r.2,0.9837808604072255,-123.72878534070797
0,0,852r.3,0.9853994719343229,116.66326939958594
